videoid,duration,page_dir,name
679402472,PT00H00M07S,195706_843470,
1620111697,PT00H00M10S,039627_920579,
1283842045,PT00H00M02S,401661_271994,
1178775278,PT00H00M02S,574840_620842,
1774877940,PT00H00M02S,218863_228440,
533007841,PT00H00M14S,973281_014774,
175548801,PT00H00M08S,841034_885339,
243073800,PT00H00M05S,309615_123766,
1195547757,PT00H00M02S,584863_179918,
1206687533,PT00H00M04S,491916_765417,
805960565,PT00H00M04S,726917_399132,
1528319862,PT00H00M01S,524964_982502,
1351370471,PT00H00M07S,233964_956088,
989978302,PT00H00M03S,128066_705644,
1859013431,PT00H00M03S,324658_464699,
1217336571,PT00H00M03S,963089_246530,
1788110136,PT00H00M06S,850803_992619,
62852403,PT00H00M09S,659436_976352,
832356671,PT00H00M01S,486225_361346,
1480051777,PT00H00M01S,807615_245117,
756025360,PT00H00M01S,613547_313950,
1186020693,PT00H00M03S,784281_181750,
953443798,PT00H00M01S,167185_308214,
1612015961,PT00H00M16S,973333_979952,
967462628,PT00H00M04S,518144_752544,
1706733523,PT00H00M11S,761847_617651,
1913937452,PT00H00M06S,804371_496947,
1067690243,PT00H00M12S,823694_839503,
550426170,PT00H00M05S,743590_840741,
28807843,PT00H00M04S,156790_670954,
797556041,PT00H00M03S,138613_784434,
1302300410,PT00H00M05S,918820_131030,
1695845935,PT00H00M01S,937813_621188,
413690510,PT00H00M02S,053392_668043,
1720793201,PT00H00M01S,273866_135858,
751969168,PT00H00M01S,855174_663386,
1423484546,PT00H00M05S,752817_934304,
1538718712,PT00H00M02S,282158_920360,
1214615298,PT00H00M03S,162311_661028,
818099914,PT00H00M03S,490978_282947,
1394739566,PT00H00M02S,263838_191950,
1642158104,PT00H00M02S,307370_991257,
913085426,PT00H00M06S,777679_292202,
662199437,PT00H00M01S,639200_259354,
1170582911,PT00H00M05S,091049_487949,
1987850333,PT00H00M01S,047511_531496,
98774450,PT00H00M06S,597515_422207,
712668596,PT00H00M05S,091224_617630,
186384056,PT00H00M03S,142111_952738,
1972496928,PT00H00M02S,605306_576150,
641659977,PT00H00M08S,259745_656792,
1427934372,PT00H00M02S,191962_769764,
1531902629,PT00H00M05S,180961_280502,
1300895376,PT00H00M08S,995276_784308,
1871091684,PT00H00M07S,821476_369473,
1825406624,PT00H00M04S,629804_084579,
584517286,PT00H00M04S,159487_186541,
11661132,PT00H00M01S,581427_554902,
88726212,PT00H00M04S,176112_751565,
674791543,PT00H00M02S,340513_381213,
306408569,PT00H00M01S,163058_519466,
1216092005,PT00H00M07S,441605_985501,
756413860,PT00H00M02S,984625_423333,
1226514212,PT00H00M04S,816410_256353,
1018526005,PT00H00M04S,851300_124305,
1589365248,PT00H00M03S,140904_931177,
1735287948,PT00H00M12S,919699_370664,
808289034,PT00H00M05S,503951_487893,
277790969,PT00H00M05S,144724_585738,
1941763167,PT00H00M01S,101737_046555,
82670502,PT00H00M04S,957114_194688,
1581649360,PT00H00M08S,318994_570717,
1086480937,PT00H00M05S,514618_751242,
1056705910,PT00H00M04S,825737_409028,
1494030944,PT00H00M02S,716447_287283,
1931025800,PT00H00M01S,914542_475691,
230449037,PT00H00M03S,117540_263441,
13876634,PT00H00M05S,340790_764536,
1114812981,PT00H00M06S,825034_928602,
75117180,PT00H00M02S,276094_311761,
1198899567,PT00H00M04S,759859_947043,
1699677261,PT00H00M05S,580807_667821,
444400885,PT00H00M05S,481000_875857,
1111750522,PT00H00M01S,018915_350971,
1574767036,PT00H00M02S,567931_521776,
358312121,PT00H00M03S,323974_777260,
300513312,PT00H00M02S,165658_403052,
651974935,PT00H00M01S,773167_095617,
886013570,PT00H00M04S,764802_711296,
547048555,PT00H00M06S,566416_641206,
1305206864,PT00H00M01S,466052_974604,
69538588,PT00H00M08S,982646_852265,
1086024182,PT00H00M01S,393246_199778,
364505126,PT00H00M01S,426988_594073,
1044176957,PT00H00M03S,724172_347435,
899301081,PT00H00M03S,450787_945583,
1473804278,PT00H00M01S,532777_563729,
857163025,PT00H00M03S,003463_905908,
420253110,PT00H00M04S,621589_835525,
869204868,PT00H00M07S,964978_095970,
804738081,PT00H00M06S,632005_494516,
200875307,PT00H00M03S,054721_393329,
802871889,PT00H00M04S,666170_965416,
359901910,PT00H00M01S,481759_543396,
1026160863,PT00H00M03S,485804_632954,
1577458196,PT00H00M04S,046444_972624,
256931387,PT00H00M02S,498761_196468,
1235846811,PT00H00M07S,450382_470490,
583919270,PT00H00M03S,756451_945301,
1460011070,PT00H00M02S,409208_898769,
1376696730,PT00H00M06S,350679_077889,
490791426,PT00H00M03S,864829_357862,
1370991614,PT00H00M01S,184036_223967,
633831319,PT00H00M05S,084245_441531,
546376115,PT00H00M06S,416518_681694,
245026075,PT00H00M07S,848200_122866,
1346651161,PT00H00M05S,094342_499412,
1218886360,PT00H00M01S,762870_372748,
1990923153,PT00H00M04S,220097_048816,
1947126110,PT00H00M01S,647457_291777,
532362198,PT00H00M02S,913174_432947,
469138141,PT00H00M02S,421686_222547,
1496127690,PT00H00M01S,385221_984213,
534418039,PT00H00M07S,198855_059266,
1236976487,PT00H00M02S,535649_629998,
924258312,PT00H00M02S,785326_260263,
626086372,PT00H00M01S,844906_573578,
1128265355,PT00H00M09S,975222_207780,
475267300,PT00H00M01S,002144_106555,
1694835137,PT00H00M04S,493038_232560,
1504177801,PT00H00M08S,987070_928375,
1377480834,PT00H00M01S,674035_661403,
212803849,PT00H00M04S,349538_697487,
1836296581,PT00H00M06S,115801_590210,
649699136,PT00H00M03S,514142_541552,
395990458,PT00H00M01S,742757_261545,
788903306,PT00H00M01S,443851_618235,
1854621340,PT00H00M01S,394328_866135,
1649874095,PT00H00M04S,320824_813702,
286846500,PT00H00M04S,747465_414757,
538875507,PT00H00M02S,345064_601201,
298927196,PT00H00M04S,298230_088103,
1595616789,PT00H00M03S,394236_813180,
1290018155,PT00H00M04S,899694_718498,
1852692155,PT00H00M05S,537612_976114,
1671353403,PT00H00M05S,647666_117662,
1521152369,PT00H00M04S,373608_068252,
487639334,PT00H00M04S,432294_334730,
265928889,PT00H00M04S,105416_892210,
591651925,PT00H00M02S,203295_356986,
1771897108,PT00H00M01S,684379_127392,
395282159,PT00H00M02S,850524_257597,
552839411,PT00H00M02S,158136_992154,
885097113,PT00H00M04S,351960_695479,
1371507515,PT00H00M02S,393656_652894,
1052079502,PT00H00M03S,508628_869727,
702402616,PT00H00M04S,296778_558588,
793622313,PT00H00M02S,357760_031681,
1228241090,PT00H00M06S,492457_365387,
1120443114,PT00H00M03S,783565_925167,
1820581695,PT00H00M05S,200284_360435,
93501540,PT00H00M02S,844633_035612,
109339378,PT00H00M03S,102137_282995,
1246898401,PT00H00M09S,537474_637804,
34751872,PT00H00M04S,613195_403560,
1672779894,PT00H00M02S,903429_547967,
1605752100,PT00H00M03S,002840_726584,
577382103,PT00H00M03S,625846_582340,
455130430,PT00H00M01S,284926_685647,
403789827,PT00H00M02S,378391_838418,
1754764499,PT00H00M02S,950705_056948,
1153435708,PT00H00M03S,089446_027458,
1975632087,PT00H00M01S,007088_953761,
1336673439,PT00H00M02S,237660_502688,
30063132,PT00H00M07S,698388_399276,
1933391136,PT00H00M02S,911018_107077,
611246693,PT00H00M04S,298792_582011,
228029432,PT00H00M01S,222902_875376,
807045831,PT00H00M03S,885220_533842,
1982892048,PT00H00M01S,028997_254262,
157098234,PT00H00M04S,959413_832837,
1673797222,PT00H00M07S,051233_176225,
1638688509,PT00H00M06S,283886_890957,
1486561067,PT00H00M05S,014951_962939,
1899271703,PT00H00M04S,017509_588952,
474574305,PT00H00M03S,986824_845555,
696429951,PT00H00M02S,384578_720228,
1745471004,PT00H00M01S,531235_136133,
1165093096,PT00H00M01S,343634_229283,
1371247799,PT00H00M05S,121444_144869,
1757135577,PT00H00M02S,327488_126470,
774135961,PT00H00M07S,548745_156918,
84192275,PT00H00M02S,301325_946655,
147612207,PT00H00M01S,027696_833946,
775897840,PT00H00M01S,147376_608836,
1028470492,PT00H00M07S,695671_724409,
1418395699,PT00H00M03S,521183_171752,
223214378,PT00H00M03S,043558_244416,
1499110275,PT00H00M07S,291672_817659,
1402436422,PT00H00M05S,551975_025883,
3221733,PT00H00M04S,300297_437482,
404433380,PT00H00M05S,710077_030686,
801250216,PT00H00M02S,497698_175386,
1918266746,PT00H00M02S,915148_775037,
934244164,PT00H00M02S,209356_046995,
1412381930,PT00H00M03S,860174_227521,
405361125,PT00H00M16S,652800_327247,
1858270816,PT00H00M03S,650922_497971,
1354037012,PT00H00M02S,337980_330908,
1108640776,PT00H00M04S,605883_612889,
1833800877,PT00H00M02S,519615_036674,
569323805,PT00H00M03S,075396_722078,
1268275516,PT00H00M02S,669124_959725,
467289029,PT00H00M14S,237156_810999,
553196362,PT00H00M02S,926259_059910,
494096905,PT00H00M02S,535528_058659,
991664658,PT00H00M02S,814185_656565,
1415573266,PT00H00M05S,676132_818929,
1427557892,PT00H00M08S,574230_619329,
953526793,PT00H00M03S,587642_389927,
1274977511,PT00H00M03S,359573_988971,
1473735650,PT00H00M04S,669373_421750,
797492457,PT00H00M02S,043348_739200,
1796667793,PT00H00M04S,498216_953721,
1618874236,PT00H00M02S,347929_877674,
683140392,PT00H00M02S,060970_969120,
1427297711,PT00H00M01S,487195_426966,
959337926,PT00H00M01S,546566_955582,
1438456833,PT00H00M06S,713185_759073,
1330632594,PT00H00M09S,087688_309606,
1482975721,PT00H00M02S,397307_509657,
221846265,PT00H00M04S,632359_911370,
457575969,PT00H00M03S,455557_813688,
1534047900,PT00H00M05S,917906_956944,
555065086,PT00H00M16S,270232_203537,
241687426,PT00H00M03S,094051_154361,
1363640880,PT00H00M02S,941327_543593,
22694467,PT00H00M01S,269832_419542,
1007803764,PT00H00M04S,219527_845679,
1609451772,PT00H00M03S,709575_734417,
999574135,PT00H00M03S,261014_210972,
1875102943,PT00H00M02S,353429_211480,
829025212,PT00H00M01S,897593_469272,
1833362018,PT00H00M04S,589440_505401,
1534061881,PT00H00M01S,981563_757188,
1031082154,PT00H00M01S,791709_331935,
883361853,PT00H00M03S,870985_400818,
1686245982,PT00H00M01S,547636_565076,
1136750532,PT00H00M01S,181353_706112,
1477266494,PT00H00M02S,513847_397553,
31578624,PT00H00M05S,552216_674884,
1574321367,PT00H00M01S,687185_285390,
1351800867,PT00H00M02S,032481_736430,
1215220076,PT00H00M05S,216560_379386,
1528575259,PT00H00M02S,442602_280156,
1539115989,PT00H00M03S,267529_252962,
1597918348,PT00H00M01S,436636_210495,
901970589,PT00H00M02S,182829_742784,
1517710243,PT00H00M03S,915918_413598,
1934511811,PT00H00M02S,517863_752501,
446173516,PT00H00M05S,366755_970255,
727506366,PT00H00M02S,248014_893835,
726925414,PT00H00M05S,304282_098369,
1677619747,PT00H00M12S,883965_134662,
1749345944,PT00H00M19S,038793_138221,
1259237650,PT00H00M13S,129340_101256,
747083923,PT00H00M02S,594092_819373,
1784093436,PT00H00M02S,927196_339398,
1425095758,PT00H00M03S,408978_437838,
6904504,PT00H00M03S,392234_503463,
409684567,PT00H00M02S,349324_847783,
780781006,PT00H00M17S,178350_596807,
562325821,PT00H00M03S,130333_328161,
1303479461,PT00H00M02S,690840_027708,
1644186329,PT00H00M02S,699568_604025,
1941601915,PT00H00M02S,670389_485688,
684356557,PT00H00M02S,310548_892112,
1246230707,PT00H00M02S,641606_596724,
1920402308,PT00H00M01S,309807_906128,
1580587729,PT00H00M02S,708223_406693,
1376341540,PT00H00M03S,361312_402674,
1466638292,PT00H00M02S,873202_497079,
428842929,PT00H00M02S,083793_189284,
300735027,PT00H00M03S,755972_798691,
1124264579,PT00H00M04S,719515_071572,
1952260728,PT00H00M01S,642271_798769,
31066991,PT00H00M05S,380376_930141,
429409786,PT00H00M04S,037908_813271,
1286191285,PT00H00M06S,615917_264833,
330120918,PT00H00M03S,978801_322237,
1863434871,PT00H01M09S,147980_083400,
554909907,PT00H00M02S,979252_698270,
108051073,PT00H00M01S,112405_031676,
595960501,PT00H00M01S,574490_858549,
422460213,PT00H00M03S,485429_805495,
610121556,PT00H00M01S,267304_791463,
229177688,PT00H00M09S,295956_749436,
1545737718,PT00H00M02S,594407_262899,
929349736,PT00H00M01S,113790_557074,
1518289566,PT00H00M02S,393240_325579,
78102425,PT00H00M01S,255082_905862,
1298238194,PT00H00M03S,898574_033271,
232416070,PT00H00M01S,443899_888248,
